instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
53756935,209988,GOLD19JAN30700PE,,0.0,2019-01-29,30700.0,0.5,1,PE,MCX-OPT,MCX
53757191,209989,GOLD19JAN30800CE,,0.0,2019-01-29,30800.0,0.5,1,CE,MCX-OPT,MCX
53757447,209990,GOLD19JAN30800PE,,0.0,2019-01-29,30800.0,0.5,1,PE,MCX-OPT,MCX
53757959,209992,GOLD19JAN30900PE,,0.0,2019-01-29,30900.0,0.5,1,PE,MCX-OPT,MCX
53758215,209993,GOLD19JAN31000CE,,0.0,2019-01-29,31000.0,0.5,1,CE,MCX-OPT,MCX
53758471,209994,GOLD19JAN31000PE,,0.0,2019-01-29,31000.0,0.5,1,PE,MCX-OPT,MCX
53758727,209995,GOLD19JAN31100CE,,0.0,2019-01-29,31100.0,0.5,1,CE,MCX-OPT,MCX
53758983,209996,GOLD19JAN31100PE,,0.0,2019-01-29,31100.0,0.5,1,PE,MCX-OPT,MCX
53759239,209997,GOLD19JAN31200CE,,0.0,2019-01-29,31200.0,0.5,1,CE,MCX-OPT,MCX
53759495,209998,GOLD19JAN31200PE,,0.0,2019-01-29,31200.0,0.5,1,PE,MCX-OPT,MCX
53759751,209999,GOLD19JAN31300CE,,0.0,2019-01-29,31300.0,0.5,1,CE,MCX-OPT,MCX
53760007,210000,GOLD19JAN31300PE,,0.0,2019-01-29,31300.0,0.5,1,PE,MCX-OPT,MCX
53760263,210001,GOLD19JAN31400CE,,0.0,2019-01-29,31400.0,0.5,1,CE,MCX-OPT,MCX
53760519,210002,GOLD19JAN31400PE,,0.0,2019-01-29,31400.0,0.5,1,PE,MCX-OPT,MCX
53760775,210003,GOLD19JAN31500CE,,0.0,2019-01-29,31500.0,0.5,1,CE,MCX-OPT,MCX
53761031,210004,GOLD19JAN31500PE,,0.0,2019-01-29,31500.0,0.5,1,PE,MCX-OPT,MCX
53761287,210005,GOLD19JAN31600CE,,0.0,2019-01-29,31600.0,0.5,1,CE,MCX-OPT,MCX
53761543,210006,GOLD19JAN31600PE,,0.0,2019-01-29,31600.0,0.5,1,PE,MCX-OPT,MCX
53761799,210007,GOLD19JAN31700CE,,0.0,2019-01-29,31700.0,0.5,1,CE,MCX-OPT,MCX
53762055,210008,GOLD19JAN31700PE,,0.0,2019-01-29,31700.0,0.5,1,PE,MCX-OPT,MCX
53762311,210009,GOLD19JAN31800CE,,0.0,2019-01-29,31800.0,0.5,1,CE,MCX-OPT,MCX
53762567,210010,GOLD19JAN31800PE,,0.0,2019-01-29,31800.0,0.5,1,PE,MCX-OPT,MCX
53762823,210011,GOLD19JAN31900CE,,0.0,2019-01-29,31900.0,0.5,1,CE,MCX-OPT,MCX
53763079,210012,GOLD19JAN31900PE,,0.0,2019-01-29,31900.0,0.5,1,PE,MCX-OPT,MCX
53763335,210013,GOLD19JAN32000CE,,0.0,2019-01-29,32000.0,0.5,1,CE,MCX-OPT,MCX
53763591,210014,GOLD19JAN32000PE,,0.0,2019-01-29,32000.0,0.5,1,PE,MCX-OPT,MCX
53763847,210015,GOLD19JAN32100CE,,0.0,2019-01-29,32100.0,0.5,1,CE,MCX-OPT,MCX
53764103,210016,GOLD19JAN32100PE,,0.0,2019-01-29,32100.0,0.5,1,PE,MCX-OPT,MCX
53764359,210017,GOLD19JAN32200CE,,0.0,2019-01-29,32200.0,0.5,1,CE,MCX-OPT,MCX
53764615,210018,GOLD19JAN32200PE,,0.0,2019-01-29,32200.0,0.5,1,PE,MCX-OPT,MCX
53764871,210019,GOLD19JAN32300CE,,0.0,2019-01-29,32300.0,0.5,1,CE,MCX-OPT,MCX
53765127,210020,GOLD19JAN32300PE,,0.0,2019-01-29,32300.0,0.5,1,PE,MCX-OPT,MCX
53765383,210021,GOLD19JAN32400CE,,0.0,2019-01-29,32400.0,0.5,1,CE,MCX-OPT,MCX
53765639,210022,GOLD19JAN32400PE,,0.0,2019-01-29,32400.0,0.5,1,PE,MCX-OPT,MCX
53765895,210023,GOLD19JAN32500CE,,0.0,2019-01-29,32500.0,0.5,1,CE,MCX-OPT,MCX
53766151,210024,GOLD19JAN32500PE,,0.0,2019-01-29,32500.0,0.5,1,PE,MCX-OPT,MCX
243755524,952170,881LTINF22A,LTINF-8.81%-26-5-22-PVT,0.0,,0.0,0.01,1,EQ,BSE,BSE
242167044,945965,IIFCLSRII,IIFCL-SRII-8.68%-18-12-23-PVT,0.0,,0.0,0.01,1,EQ,BSE,BSE
242361604,946725,KMPL1672,KMPL-1672-10.10%-30-11-20-PVT,0.0,,0.0,0.01,1,EQ,BSE,BSE
53766407,210025,GOLD19JAN32600CE,,0.0,2019-01-29,32600.0,0.5,1,CE,MCX-OPT,MCX
53766663,210026,GOLD19JAN32600PE,,0.0,2019-01-29,32600.0,0.5,1,PE,MCX-OPT,MCX
53766919,210027,GOLD19JAN32700CE,,0.0,2019-01-29,32700.0,0.5,1,CE,MCX-OPT,MCX
53767175,210028,GOLD19JAN32700PE,,0.0,2019-01-29,32700.0,0.5,1,PE,MCX-OPT,MCX
53767431,210029,GOLD19JAN32800CE,,0.0,2019-01-29,32800.0,0.5,1,CE,MCX-OPT,MCX
53767687,210030,GOLD19JAN32800PE,,0.0,2019-01-29,32800.0,0.5,1,PE,MCX-OPT,MCX
53775111,210059,GOLD19JAN32900CE,,0.0,2019-01-29,32900.0,0.5,1,CE,MCX-OPT,MCX
53775367,210060,GOLD19JAN32900PE,,0.0,2019-01-29,32900.0,0.5,1,PE,MCX-OPT,MCX
53775623,210061,GOLD19JAN33000CE,,0.0,2019-01-29,33000.0,0.5,1,CE,MCX-OPT,MCX
53775879,210062,GOLD19JAN33000PE,,0.0,2019-01-29,33000.0,0.5,1,PE,MCX-OPT,MCX
53789959,210117,GOLD19JAN33100CE,,0.0,2019-01-29,33100.0,0.5,1,CE,MCX-OPT,MCX
53790215,210118,GOLD19JAN33100PE,,0.0,2019-01-29,33100.0,0.5,1,PE,MCX-OPT,MCX
53795591,210139,GOLD19JAN33200CE,,0.0,2019-01-29,33200.0,0.5,1,CE,MCX-OPT,MCX
53795847,210140,GOLD19JAN33200PE,,0.0,2019-01-29,33200.0,0.5,1,PE,MCX-OPT,MCX
53796103,210141,GOLD19JAN33300CE,,0.0,2019-01-29,33300.0,0.5,1,CE,MCX-OPT,MCX
53796359,210142,GOLD19JAN33300PE,,0.0,2019-01-29,33300.0,0.5,1,PE,MCX-OPT,MCX
53796615,210143,GOLD19JAN33400CE,,0.0,2019-01-29,33400.0,0.5,1,CE,MCX-OPT,MCX
53796871,210144,GOLD19JAN33400PE,,0.0,2019-01-29,33400.0,0.5,1,PE,MCX-OPT,MCX
53797127,210145,GOLD19JAN33500CE,,0.0,2019-01-29,33500.0,0.5,1,CE,MCX-OPT,MCX
53797383,210146,GOLD19JAN33500PE,,0.0,2019-01-29,33500.0,0.5,1,PE,MCX-OPT,MCX
53797639,210147,GOLD19JAN33600CE,,0.0,2019-01-29,33600.0,0.5,1,CE,MCX-OPT,MCX
53797895,210148,GOLD19JAN33600PE,,0.0,2019-01-29,33600.0,0.5,1,PE,MCX-OPT,MCX
53838599,210307,GOLD19JAN33700CE,,0.0,2019-01-29,33700.0,0.5,1,CE,MCX-OPT,MCX
53838855,210308,GOLD19JAN33700PE,,0.0,2019-01-29,33700.0,0.5,1,PE,MCX-OPT,MCX
53839111,210309,GOLD19JAN33800CE,,0.0,2019-01-29,33800.0,0.5,1,CE,MCX-OPT,MCX
53839367,210310,GOLD19JAN33800PE,,0.0,2019-01-29,33800.0,0.5,1,PE,MCX-OPT,MCX
53849607,210350,GOLD19JAN33900CE,,0.0,2019-01-29,33900.0,0.5,1,CE,MCX-OPT,MCX
53849863,210351,GOLD19JAN33900PE,,0.0,2019-01-29,33900.0,0.5,1,PE,MCX-OPT,MCX
53868039,210422,GOLD19JAN34000CE,,0.0,2019-01-29,34000.0,0.5,1,CE,MCX-OPT,MCX
53868295,210423,GOLD19JAN34000PE,,0.0,2019-01-29,34000.0,0.5,1,PE,MCX-OPT,MCX
53965063,210801,GOLD19JAN34100CE,,0.0,2019-01-29,34100.0,0.5,1,CE,MCX-OPT,MCX
53965319,210802,GOLD19JAN34100PE,,0.0,2019-01-29,34100.0,0.5,1,PE,MCX-OPT,MCX
54257671,211944,GOLD19JUL28900CE,,0.0,2019-07-29,28900.0,0.5,1,CE,MCX-OPT,MCX
54257927,211945,GOLD19JUL28900PE,,0.0,2019-07-29,28900.0,0.5,1,PE,MCX-OPT,MCX
54258183,211946,GOLD19JUL29000CE,,0.0,2019-07-29,29000.0,0.5,1,CE,MCX-OPT,MCX
54258439,211947,GOLD19JUL29000PE,,0.0,2019-07-29,29000.0,0.5,1,PE,MCX-OPT,MCX
54258695,211948,GOLD19JUL29100CE,,0.0,2019-07-29,29100.0,0.5,1,CE,MCX-OPT,MCX
54258951,211949,GOLD19JUL29100PE,,0.0,2019-07-29,29100.0,0.5,1,PE,MCX-OPT,MCX
54259207,211950,GOLD19JUL29200CE,,0.0,2019-07-29,29200.0,0.5,1,CE,MCX-OPT,MCX
54259463,211951,GOLD19JUL29200PE,,0.0,2019-07-29,29200.0,0.5,1,PE,MCX-OPT,MCX
54259719,211952,GOLD19JUL29300CE,,0.0,2019-07-29,29300.0,0.5,1,CE,MCX-OPT,MCX
54259975,211953,GOLD19JUL29300PE,,0.0,2019-07-29,29300.0,0.5,1,PE,MCX-OPT,MCX
54226439,211822,GOLD19JUL29400CE,,0.0,2019-07-29,29400.0,0.5,1,CE,MCX-OPT,MCX
54226695,211823,GOLD19JUL29400PE,,0.0,2019-07-29,29400.0,0.5,1,PE,MCX-OPT,MCX
54226951,211824,GOLD19JUL29500CE,,0.0,2019-07-29,29500.0,0.5,1,CE,MCX-OPT,MCX
54227207,211825,GOLD19JUL29500PE,,0.0,2019-07-29,29500.0,0.5,1,PE,MCX-OPT,MCX
54227463,211826,GOLD19JUL29600CE,,0.0,2019-07-29,29600.0,0.5,1,CE,MCX-OPT,MCX
54227719,211827,GOLD19JUL29600PE,,0.0,2019-07-29,29600.0,0.5,1,PE,MCX-OPT,MCX
54227975,211828,GOLD19JUL29700CE,,0.0,2019-07-29,29700.0,0.5,1,CE,MCX-OPT,MCX
54228231,211829,GOLD19JUL29700PE,,0.0,2019-07-29,29700.0,0.5,1,PE,MCX-OPT,MCX
54228487,211830,GOLD19JUL29800CE,,0.0,2019-07-29,29800.0,0.5,1,CE,MCX-OPT,MCX
54228743,211831,GOLD19JUL29800PE,,0.0,2019-07-29,29800.0,0.5,1,PE,MCX-OPT,MCX
54228999,211832,GOLD19JUL29900CE,,0.0,2019-07-29,29900.0,0.5,1,CE,MCX-OPT,MCX
54229255,211833,GOLD19JUL29900PE,,0.0,2019-07-29,29900.0,0.5,1,PE,MCX-OPT,MCX
54229511,211834,GOLD19JUL30000CE,,0.0,2019-07-29,30000.0,0.5,1,CE,MCX-OPT,MCX
133678852,522183,ITL,ITL INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
129361924,505320,LYNMC,LYNX MACHINERY & COMMERCIALS L,0.0,,0.0,0.05,1,EQ,BSE,BSE
136055044,531465,NOUVEAU,NOUVEAU GLOBAL VENTURES,0.0,,0.0,0.01,1,EQ,BSE,BSE
54229767,211835,GOLD19JUL30000PE,,0.0,2019-07-29,30000.0,0.5,1,PE,MCX-OPT,MCX
54230023,211836,GOLD19JUL30100CE,,0.0,2019-07-29,30100.0,0.5,1,CE,MCX-OPT,MCX
54230279,211837,GOLD19JUL30100PE,,0.0,2019-07-29,30100.0,0.5,1,PE,MCX-OPT,MCX
54230535,211838,GOLD19JUL30200CE,,0.0,2019-07-29,30200.0,0.5,1,CE,MCX-OPT,MCX
54230791,211839,GOLD19JUL30200PE,,0.0,2019-07-29,30200.0,0.5,1,PE,MCX-OPT,MCX
54231047,211840,GOLD19JUL30300CE,,0.0,2019-07-29,30300.0,0.5,1,CE,MCX-OPT,MCX
54231303,211841,GOLD19JUL30300PE,,0.0,2019-07-29,30300.0,0.5,1,PE,MCX-OPT,MCX
54231559,211842,GOLD19JUL30400CE,,0.0,2019-07-29,30400.0,0.5,1,CE,MCX-OPT,MCX
54231815,211843,GOLD19JUL30400PE,,0.0,2019-07-29,30400.0,0.5,1,PE,MCX-OPT,MCX
54232071,211844,GOLD19JUL30500CE,,0.0,2019-07-29,30500.0,0.5,1,CE,MCX-OPT,MCX
54232327,211845,GOLD19JUL30500PE,,0.0,2019-07-29,30500.0,0.5,1,PE,MCX-OPT,MCX
54232583,211846,GOLD19JUL30600CE,,0.0,2019-07-29,30600.0,0.5,1,CE,MCX-OPT,MCX
54232839,211847,GOLD19JUL30600PE,,0.0,2019-07-29,30600.0,0.5,1,PE,MCX-OPT,MCX
54233095,211848,GOLD19JUL30700CE,,0.0,2019-07-29,30700.0,0.5,1,CE,MCX-OPT,MCX
54233351,211849,GOLD19JUL30700PE,,0.0,2019-07-29,30700.0,0.5,1,PE,MCX-OPT,MCX
54233607,211850,GOLD19JUL30800CE,,0.0,2019-07-29,30800.0,0.5,1,CE,MCX-OPT,MCX
54233863,211851,GOLD19JUL30800PE,,0.0,2019-07-29,30800.0,0.5,1,PE,MCX-OPT,MCX
54234119,211852,GOLD19JUL30900CE,,0.0,2019-07-29,30900.0,0.5,1,CE,MCX-OPT,MCX
54234375,211853,GOLD19JUL30900PE,,0.0,2019-07-29,30900.0,0.5,1,PE,MCX-OPT,MCX
54234631,211854,GOLD19JUL31000CE,,0.0,2019-07-29,31000.0,0.5,1,CE,MCX-OPT,MCX
54234887,211855,GOLD19JUL31000PE,,0.0,2019-07-29,31000.0,0.5,1,PE,MCX-OPT,MCX
54235143,211856,GOLD19JUL31100CE,,0.0,2019-07-29,31100.0,0.5,1,CE,MCX-OPT,MCX
54235399,211857,GOLD19JUL31100PE,,0.0,2019-07-29,31100.0,0.5,1,PE,MCX-OPT,MCX
54235655,211858,GOLD19JUL31200CE,,0.0,2019-07-29,31200.0,0.5,1,CE,MCX-OPT,MCX
54235911,211859,GOLD19JUL31200PE,,0.0,2019-07-29,31200.0,0.5,1,PE,MCX-OPT,MCX
54236167,211860,GOLD19JUL31300CE,,0.0,2019-07-29,31300.0,0.5,1,CE,MCX-OPT,MCX
54236423,211861,GOLD19JUL31300PE,,0.0,2019-07-29,31300.0,0.5,1,PE,MCX-OPT,MCX
54236679,211862,GOLD19JUL31400CE,,0.0,2019-07-29,31400.0,0.5,1,CE,MCX-OPT,MCX
54236935,211863,GOLD19JUL31400PE,,0.0,2019-07-29,31400.0,0.5,1,PE,MCX-OPT,MCX
54237191,211864,GOLD19JUL31500CE,,0.0,2019-07-29,31500.0,0.5,1,CE,MCX-OPT,MCX
54237447,211865,GOLD19JUL31500PE,,0.0,2019-07-29,31500.0,0.5,1,PE,MCX-OPT,MCX
54237703,211866,GOLD19JUL31600CE,,0.0,2019-07-29,31600.0,0.5,1,CE,MCX-OPT,MCX
54237959,211867,GOLD19JUL31600PE,,0.0,2019-07-29,31600.0,0.5,1,PE,MCX-OPT,MCX
54238215,211868,GOLD19JUL31700CE,,0.0,2019-07-29,31700.0,0.5,1,CE,MCX-OPT,MCX
54238471,211869,GOLD19JUL31700PE,,0.0,2019-07-29,31700.0,0.5,1,PE,MCX-OPT,MCX
54238727,211870,GOLD19JUL31800CE,,0.0,2019-07-29,31800.0,0.5,1,CE,MCX-OPT,MCX
54238983,211871,GOLD19JUL31800PE,,0.0,2019-07-29,31800.0,0.5,1,PE,MCX-OPT,MCX
54239239,211872,GOLD19JUL31900CE,,0.0,2019-07-29,31900.0,0.5,1,CE,MCX-OPT,MCX
54239495,211873,GOLD19JUL31900PE,,0.0,2019-07-29,31900.0,0.5,1,PE,MCX-OPT,MCX
54239751,211874,GOLD19JUL32000CE,,0.0,2019-07-29,32000.0,0.5,1,CE,MCX-OPT,MCX
54240007,211875,GOLD19JUL32000PE,,0.0,2019-07-29,32000.0,0.5,1,PE,MCX-OPT,MCX
54240263,211876,GOLD19JUL32100CE,,0.0,2019-07-29,32100.0,0.5,1,CE,MCX-OPT,MCX
54240519,211877,GOLD19JUL32100PE,,0.0,2019-07-29,32100.0,0.5,1,PE,MCX-OPT,MCX
54240775,211878,GOLD19JUL32200CE,,0.0,2019-07-29,32200.0,0.5,1,CE,MCX-OPT,MCX
54241031,211879,GOLD19JUL32200PE,,0.0,2019-07-29,32200.0,0.5,1,PE,MCX-OPT,MCX
54241287,211880,GOLD19JUL32300CE,,0.0,2019-07-29,32300.0,0.5,1,CE,MCX-OPT,MCX
54241543,211881,GOLD19JUL32300PE,,0.0,2019-07-29,32300.0,0.5,1,PE,MCX-OPT,MCX
54241799,211882,GOLD19JUL32400CE,,0.0,2019-07-29,32400.0,0.5,1,CE,MCX-OPT,MCX
54242055,211883,GOLD19JUL32400PE,,0.0,2019-07-29,32400.0,0.5,1,PE,MCX-OPT,MCX
54215943,211781,GOLD19MAR28500CE,,0.0,2019-03-27,28500.0,0.5,1,CE,MCX-OPT,MCX
54216199,211782,GOLD19MAR28500PE,,0.0,2019-03-27,28500.0,0.5,1,PE,MCX-OPT,MCX
54216455,211783,GOLD19MAR28600CE,,0.0,2019-03-27,28600.0,0.5,1,CE,MCX-OPT,MCX
54216711,211784,GOLD19MAR28600PE,,0.0,2019-03-27,28600.0,0.5,1,PE,MCX-OPT,MCX
54216967,211785,GOLD19MAR28700CE,,0.0,2019-03-27,28700.0,0.5,1,CE,MCX-OPT,MCX
54217223,211786,GOLD19MAR28700PE,,0.0,2019-03-27,28700.0,0.5,1,PE,MCX-OPT,MCX
54217479,211787,GOLD19MAR28800CE,,0.0,2019-03-27,28800.0,0.5,1,CE,MCX-OPT,MCX
54217735,211788,GOLD19MAR28800PE,,0.0,2019-03-27,28800.0,0.5,1,PE,MCX-OPT,MCX
54195207,211700,GOLD19MAR28900CE,,0.0,2019-03-27,28900.0,0.5,1,CE,MCX-OPT,MCX
54195463,211701,GOLD19MAR28900PE,,0.0,2019-03-27,28900.0,0.5,1,PE,MCX-OPT,MCX
54194183,211696,GOLD19MAR29000CE,,0.0,2019-03-27,29000.0,0.5,1,CE,MCX-OPT,MCX
54194439,211697,GOLD19MAR29000PE,,0.0,2019-03-27,29000.0,0.5,1,PE,MCX-OPT,MCX
54191623,211686,GOLD19MAR29100CE,,0.0,2019-03-27,29100.0,0.5,1,CE,MCX-OPT,MCX
54191879,211687,GOLD19MAR29100PE,,0.0,2019-03-27,29100.0,0.5,1,PE,MCX-OPT,MCX
54164231,211579,GOLD19MAR29200CE,,0.0,2019-03-27,29200.0,0.5,1,CE,MCX-OPT,MCX
54164487,211580,GOLD19MAR29200PE,,0.0,2019-03-27,29200.0,0.5,1,PE,MCX-OPT,MCX
54164743,211581,GOLD19MAR29300CE,,0.0,2019-03-27,29300.0,0.5,1,CE,MCX-OPT,MCX
54164999,211582,GOLD19MAR29300PE,,0.0,2019-03-27,29300.0,0.5,1,PE,MCX-OPT,MCX
54165255,211583,GOLD19MAR29400CE,,0.0,2019-03-27,29400.0,0.5,1,CE,MCX-OPT,MCX
54165511,211584,GOLD19MAR29400PE,,0.0,2019-03-27,29400.0,0.5,1,PE,MCX-OPT,MCX
54165767,211585,GOLD19MAR29500CE,,0.0,2019-03-27,29500.0,0.5,1,CE,MCX-OPT,MCX
54166023,211586,GOLD19MAR29500PE,,0.0,2019-03-27,29500.0,0.5,1,PE,MCX-OPT,MCX
54166279,211587,GOLD19MAR29600CE,,0.0,2019-03-27,29600.0,0.5,1,CE,MCX-OPT,MCX
54166535,211588,GOLD19MAR29600PE,,0.0,2019-03-27,29600.0,0.5,1,PE,MCX-OPT,MCX
54144775,211503,GOLD19MAR29700CE,,0.0,2019-03-27,29700.0,0.5,1,CE,MCX-OPT,MCX
54145031,211504,GOLD19MAR29700PE,,0.0,2019-03-27,29700.0,0.5,1,PE,MCX-OPT,MCX
54142471,211494,GOLD19MAR29800CE,,0.0,2019-03-27,29800.0,0.5,1,CE,MCX-OPT,MCX
54142727,211495,GOLD19MAR29800PE,,0.0,2019-03-27,29800.0,0.5,1,PE,MCX-OPT,MCX
53810951,210199,GOLD19MAR29900CE,,0.0,2019-03-27,29900.0,0.5,1,CE,MCX-OPT,MCX
53811207,210200,GOLD19MAR29900PE,,0.0,2019-03-27,29900.0,0.5,1,PE,MCX-OPT,MCX
53811463,210201,GOLD19MAR30000CE,,0.0,2019-03-27,30000.0,0.5,1,CE,MCX-OPT,MCX
53811719,210202,GOLD19MAR30000PE,,0.0,2019-03-27,30000.0,0.5,1,PE,MCX-OPT,MCX
53811975,210203,GOLD19MAR30100CE,,0.0,2019-03-27,30100.0,0.5,1,CE,MCX-OPT,MCX
53812231,210204,GOLD19MAR30100PE,,0.0,2019-03-27,30100.0,0.5,1,PE,MCX-OPT,MCX
53812487,210205,GOLD19MAR30200CE,,0.0,2019-03-27,30200.0,0.5,1,CE,MCX-OPT,MCX
53812743,210206,GOLD19MAR30200PE,,0.0,2019-03-27,30200.0,0.5,1,PE,MCX-OPT,MCX
53812999,210207,GOLD19MAR30300CE,,0.0,2019-03-27,30300.0,0.5,1,CE,MCX-OPT,MCX
53813255,210208,GOLD19MAR30300PE,,0.0,2019-03-27,30300.0,0.5,1,PE,MCX-OPT,MCX
53813511,210209,GOLD19MAR30400CE,,0.0,2019-03-27,30400.0,0.5,1,CE,MCX-OPT,MCX
53813767,210210,GOLD19MAR30400PE,,0.0,2019-03-27,30400.0,0.5,1,PE,MCX-OPT,MCX
53814023,210211,GOLD19MAR30500CE,,0.0,2019-03-27,30500.0,0.5,1,CE,MCX-OPT,MCX
53814279,210212,GOLD19MAR30500PE,,0.0,2019-03-27,30500.0,0.5,1,PE,MCX-OPT,MCX
53814535,210213,GOLD19MAR30600CE,,0.0,2019-03-27,30600.0,0.5,1,CE,MCX-OPT,MCX
53814791,210214,GOLD19MAR30600PE,,0.0,2019-03-27,30600.0,0.5,1,PE,MCX-OPT,MCX
53815047,210215,GOLD19MAR30700CE,,0.0,2019-03-27,30700.0,0.5,1,CE,MCX-OPT,MCX
53815303,210216,GOLD19MAR30700PE,,0.0,2019-03-27,30700.0,0.5,1,PE,MCX-OPT,MCX
53815559,210217,GOLD19MAR30800CE,,0.0,2019-03-27,30800.0,0.5,1,CE,MCX-OPT,MCX
53815815,210218,GOLD19MAR30800PE,,0.0,2019-03-27,30800.0,0.5,1,PE,MCX-OPT,MCX
53816071,210219,GOLD19MAR30900CE,,0.0,2019-03-27,30900.0,0.5,1,CE,MCX-OPT,MCX
53816327,210220,GOLD19MAR30900PE,,0.0,2019-03-27,30900.0,0.5,1,PE,MCX-OPT,MCX
53816583,210221,GOLD19MAR31000CE,,0.0,2019-03-27,31000.0,0.5,1,CE,MCX-OPT,MCX
53816839,210222,GOLD19MAR31000PE,,0.0,2019-03-27,31000.0,0.5,1,PE,MCX-OPT,MCX
53817095,210223,GOLD19MAR31100CE,,0.0,2019-03-27,31100.0,0.5,1,CE,MCX-OPT,MCX
53817351,210224,GOLD19MAR31100PE,,0.0,2019-03-27,31100.0,0.5,1,PE,MCX-OPT,MCX
53817607,210225,GOLD19MAR31200CE,,0.0,2019-03-27,31200.0,0.5,1,CE,MCX-OPT,MCX
53817863,210226,GOLD19MAR31200PE,,0.0,2019-03-27,31200.0,0.5,1,PE,MCX-OPT,MCX
53818119,210227,GOLD19MAR31300CE,,0.0,2019-03-27,31300.0,0.5,1,CE,MCX-OPT,MCX
53818375,210228,GOLD19MAR31300PE,,0.0,2019-03-27,31300.0,0.5,1,PE,MCX-OPT,MCX
53818631,210229,GOLD19MAR31400CE,,0.0,2019-03-27,31400.0,0.5,1,CE,MCX-OPT,MCX
53818887,210230,GOLD19MAR31400PE,,0.0,2019-03-27,31400.0,0.5,1,PE,MCX-OPT,MCX
53819143,210231,GOLD19MAR31500CE,,0.0,2019-03-27,31500.0,0.5,1,CE,MCX-OPT,MCX
53819399,210232,GOLD19MAR31500PE,,0.0,2019-03-27,31500.0,0.5,1,PE,MCX-OPT,MCX
53819655,210233,GOLD19MAR31600CE,,0.0,2019-03-27,31600.0,0.5,1,CE,MCX-OPT,MCX
53819911,210234,GOLD19MAR31600PE,,0.0,2019-03-27,31600.0,0.5,1,PE,MCX-OPT,MCX
53820167,210235,GOLD19MAR31700CE,,0.0,2019-03-27,31700.0,0.5,1,CE,MCX-OPT,MCX
53820423,210236,GOLD19MAR31700PE,,0.0,2019-03-27,31700.0,0.5,1,PE,MCX-OPT,MCX
242477060,947176,KMPL1901,KMPL-SR1901-10.50%-23-4-21-PVT,0.0,,0.0,0.01,1,EQ,BSE,BSE
137965060,538926,NAPL,NATURITE AGRO PRODUCTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
53820679,210237,GOLD19MAR31800CE,,0.0,2019-03-27,31800.0,0.5,1,CE,MCX-OPT,MCX
53820935,210238,GOLD19MAR31800PE,,0.0,2019-03-27,31800.0,0.5,1,PE,MCX-OPT,MCX
53821191,210239,GOLD19MAR31900CE,,0.0,2019-03-27,31900.0,0.5,1,CE,MCX-OPT,MCX
53821447,210240,GOLD19MAR31900PE,,0.0,2019-03-27,31900.0,0.5,1,PE,MCX-OPT,MCX
53821703,210241,GOLD19MAR32000CE,,0.0,2019-03-27,32000.0,0.5,1,CE,MCX-OPT,MCX
53821959,210242,GOLD19MAR32000PE,,0.0,2019-03-27,32000.0,0.5,1,PE,MCX-OPT,MCX
53822215,210243,GOLD19MAR32100CE,,0.0,2019-03-27,32100.0,0.5,1,CE,MCX-OPT,MCX
53822471,210244,GOLD19MAR32100PE,,0.0,2019-03-27,32100.0,0.5,1,PE,MCX-OPT,MCX
53822727,210245,GOLD19MAR32200CE,,0.0,2019-03-27,32200.0,0.5,1,CE,MCX-OPT,MCX
53822983,210246,GOLD19MAR32200PE,,0.0,2019-03-27,32200.0,0.5,1,PE,MCX-OPT,MCX
53823239,210247,GOLD19MAR32300CE,,0.0,2019-03-27,32300.0,0.5,1,CE,MCX-OPT,MCX
53823495,210248,GOLD19MAR32300PE,,0.0,2019-03-27,32300.0,0.5,1,PE,MCX-OPT,MCX
53823751,210249,GOLD19MAR32400CE,,0.0,2019-03-27,32400.0,0.5,1,CE,MCX-OPT,MCX
53824007,210250,GOLD19MAR32400PE,,0.0,2019-03-27,32400.0,0.5,1,PE,MCX-OPT,MCX
53824263,210251,GOLD19MAR32500CE,,0.0,2019-03-27,32500.0,0.5,1,CE,MCX-OPT,MCX
53824519,210252,GOLD19MAR32500PE,,0.0,2019-03-27,32500.0,0.5,1,PE,MCX-OPT,MCX
53825031,210254,GOLD19MAR32600PE,,0.0,2019-03-27,32600.0,0.5,1,PE,MCX-OPT,MCX
53825287,210255,GOLD19MAR32700CE,,0.0,2019-03-27,32700.0,0.5,1,CE,MCX-OPT,MCX
53825543,210256,GOLD19MAR32700PE,,0.0,2019-03-27,32700.0,0.5,1,PE,MCX-OPT,MCX
53825799,210257,GOLD19MAR32800CE,,0.0,2019-03-27,32800.0,0.5,1,CE,MCX-OPT,MCX
53826055,210258,GOLD19MAR32800PE,,0.0,2019-03-27,32800.0,0.5,1,PE,MCX-OPT,MCX
53826311,210259,GOLD19MAR32900CE,,0.0,2019-03-27,32900.0,0.5,1,CE,MCX-OPT,MCX
53826567,210260,GOLD19MAR32900PE,,0.0,2019-03-27,32900.0,0.5,1,PE,MCX-OPT,MCX
53826823,210261,GOLD19MAR33000CE,,0.0,2019-03-27,33000.0,0.5,1,CE,MCX-OPT,MCX
53827079,210262,GOLD19MAR33000PE,,0.0,2019-03-27,33000.0,0.5,1,PE,MCX-OPT,MCX
53827335,210263,GOLD19MAR33100CE,,0.0,2019-03-27,33100.0,0.5,1,CE,MCX-OPT,MCX
